plant_index,site_id,detail_url,scientific_name_master,scientific_name_page,name_match,family_page,synonym_page,bangla_name,english_name,disease_raw,uses_raw,chemical_constituents_raw,habit,distribution_raw,description_raw,source_cache_file,http_status,scrape_timestamp,quality_flags
198,204,https://mpbd.cu.ac.bd/details.php?id=204,Tamarix INDICA Willd.,Tamarix  INDICA Willd.,True,Tamaricaceae,Tamarix gallica  Dyer. (non L.) Tamarix bengalensis  B.R. Baum Tamarix epacroides  Sm. Tamarix gallica  var. indica (Willd.) Ehrenb. Tamarix troupii  Hole,"Jaora, Charmau, Ban Jhau, Jhav, Jhau.",Manna,"Dysentery ,diarrhoea,ulcers.","Galls are astringent, given internally in dysentery and diarrhoea, A strong decoction of gall is recommended for foul and sloughing ulcers, infusion is used as a gargle for sore throat. Powdered galls mixed with oil or vaseline is used in ulcerating piles","Galls contain as much as 40% tannic acid (Chopra et al., 1992). Leaves contain kaempferide, rhamnetin, polyphenols and flavanols. They also contain (+)-hentriacontan-7-ol, hentriacont-7-ene, tricontyldocosanoate, octacosanol and ?-sitosterol. Whitish excr",Tree,Near rivers and sea cost.,"A shrub or small evergreen tree, with slender erect or pendulous branches. Leaves 2.5-4 mm long, subulate-acute from a triangular semi-amplexicaul base. Flowers hermaphrodite, numerous, crowded, in slender lateral and terminal, panicled spike-like racemes. Petals oblong, rounded and often notched at the top, pink. Capsule about 4 mm long, conical, somewhat trigonous, pale pink.",533105412e32129d2efa704a.html,200,2026-09-24T18:42:13.561529+00:00,encoding_loss_suspected
199,205,https://mpbd.cu.ac.bd/details.php?id=205,Tamarix DIOICA Roxb. ex Roth.,Tamarix  DIOICA Roxb. ex Roth.,True,Tamaricaeae,Tamarix gallica  Wight.,"Lal Jhau, Urusia, Ban Jhau, Nona-gach, Urichiya, Nona Jhau (Sunderbans).",-,-,Galls and twigs are used in medicine as an astringent.,"Kaempferide, tamarixetin, and D-mannitol have been isolated from leaves (Rastogi & Mehrotra, 1990).",Tree,In river banks throughout the country.,"A small evergreen tree, often gregarious shrub, up to 6 m tall, with green drooping branchlets and minute scale leaves. Leaves minute tubular, clasping the stem, apex acuminate, closely appressed, green with a white margin. Flowers 3 mm diam., dioecious, purple or pink in compact or closely arranged, cylindrical panicled spikes, 2.5-5 cm long, at the end of branches. Fruit a capsule, 4.5 mm long, cone-shaped, 1-celled, 3-valved.",723dbf94b8eb4bd34c00f327.html,200,2026-09-24T18:42:14.714134+00:00,
200,206,https://mpbd.cu.ac.bd/details.php?id=206,Tamarindus INDICA L.,Tamarindus  INDICA L.,True,Caesalpiniaceae,Tamarindus occidentalis  Gaertn. Tamarindus officinalis  Hook. Tamarindus umbrosa  Salisb.,"Tetul, Ambli. ,Khen-thiri (Garo), Hao Mong, Gayoi Si (Marma), Teroi Gaith (Tanchangya).",Tamarind Tree.,"Fever,dyspepsia,gastritis,diarrhoea,inflammatory swellings, sprains, tumours and ringworms.","Pulp of the ripe fruit is refrigerant, carminative, digestive, astringent, laxative and tonic to the heart, it is a household remedy for fever, dyspepsia, gastritis, dysentery and diarrhoea, also useful in diseases supposed to cause by deranged bile, such","Fruit pulp contains large quantities (16-18%) of tartaric, citric, malic and acetic acids, potassium tartrate, invert sugar, gum and pectin. It also contains traces of oxalic acid. Seed testa contains a fixed oil. Seeds cotyledons contain albuminoids, fat",Tree,Planted throughout Bangladesh.,"A large handsome, evergreen tree, 12-18 m high with round bushy crown and comparatively smaller bole. Leaves peripinnate, 5-12.5 cm long, leaflets small, 10-20 pairs, linear oblong, slightly nothched at the apex. Flowers in terminal, lax, few-flowered racemes, petals 1 cm long, subequal, yellowish with pink stripes. Fruit a pod, 7.5-20 cm long, indehiscent, slightly curved subcompressed, with very acidic pulp.",985259ba6f993f6a46ec236c.html,200,2026-09-24T18:42:15.769660+00:00,
201,207,https://mpbd.cu.ac.bd/details.php?id=207,Tagetes ERECTA L.,Tagetes  ERECTA L.,True,Asteraceae,Tagetes corymbosa  Sweet Tagetes heterocarpha  Rydb. Tagetes patula  L. Tagetes tenuifolia  Millsp.,"Genda, Gendaphul, Gandaphul.","Aztec, African Marigold.","Rheumatism,cold,bronchitis,kidney troubles, muscular pains, piles,ulcers,bleeding piles.","Infusion of the plant is used against rheumatism, cold and bronchitis. Leaves are good for kidney troubles, muscular pains, piles, and are applied to boils and carbuncles. Juice of the leaves is used for earache and ophthalmia. Pounded leaves are applied","Flowers contain essential oil, colouring matter, pigments, quercetagetin and phenolics, syringic acid, methyl-3,5-dihydroxy-4-methoxy benzoate and quercetin. Whole plant yields 0.01% essential oil, that contains d-limonene, ocimene, l-linalyl acetate, l-l",Herb,Planted in the gardens.,"An annual ornamental erect herb, about 60 cm high, strongly aromatic. Leaves pinnately divided, segments lanceolate-serrate, strongly aromatic. Flowers in terminal heads, colour ranges from a light sulphur-yellow to a deep orange.",29ecad3780a6bff7c48f5413.html,200,2026-09-24T18:42:17.104116+00:00,
202,208,https://mpbd.cu.ac.bd/details.php?id=208,Tacca INTEGRIFOLIA Ker.-Gawl.,Tacca  INTEGRIFOLIA Ker.-Gawl.,True,Taccaceae,Ataccia aspera  (Roxb.) Kunth Ataccia cristata  (Jack) Kunth Tacca aspera  Roxb. Tacca cristata  Jack,"Bara Hikand, Vrahikanda.",-,"Haemorrhagic diathesis,skin diseases, leprosy.","The tubers are digestive and tonic, used in haemorrhagic diathesis, skin diseases and leprosy.","Tuber contains saponin steroids, diosgenin, costanogenin, quercetin-3-arabinoside, taccalin, betulinic acid, n-triacontanol, proteins and amino acids, glycine, valine, leucine and ?-aminobutyric acid (Ghani, 2003).",Herb,"Forests of Chittagong, Chittagong Hill Tracts and Moulvi Bazar.","A herb with oblong curved rootstock. Leaves entire, elliptic ovate, acuminate, 20-40 cm long, strongly nerved. Scape maroon-brown, about as long as the petiole, stout, recurved or bent to one side, few-flowered. Involucral bracts large, spreading, foliaceous, purplish-black, 2 inner larger than the 2 outer, bracteoles long, filiform, pendent. Flowers pale, perianth greenish purple and yellow or dirty lilac, outer lobes subulate, rather shorter than the obtuse inner. Berry almost 4 cm, oblong, fleshy.",efd5e5c21ae055f930202260.html,200,2026-09-24T18:42:18.512985+00:00,encoding_loss_suspected
203,209,https://mpbd.cu.ac.bd/details.php?id=209,Tabernaemontana DIVARICATA (L.) R.Br. ex Roem. & Schult.,Tabernaemontana  DIVARICATA (L.) R.Br. ex Roem. & Schult.,True,Apocynaceae,Ervatamia divaricata  (L.) Burkill Jasminum zeylanicum  Burm.f. Nerium coronarium  Jacq. Reichardia jasminoides  Dennst.,"Tagar, Dudhphul.   ,Salu, Boyomaa baajaa (Marma).",Wax Flower.,"Paralysis ,strangury,toothache","Roots are emmenagogue, aphrodisiac, tonic, purgative, astringent to the bowels and tonic to the brains, liver and spleen, useful in paralysis and strangury, lessens pain in the limbs and the joints. The roots when chewed relieve toothache. Wood is refrige","Root contains a large number of indole alkaloids including coronaridine (cytotoxic), coronaridine hydroxyindolenine, voacangine, vocangine hydroxyindolenine heyneanine, voacristine, 3-oxocoronaridine, 3-oxovoacangine, voacristine hydroxyindolenine, 19S-he",Shrub,Throughout Bangladesh in forests and village thickets.,"A dichotomously branched bushy shrub with milky latex. Leaves opposite, 7.5-15 cm long, elliptic or elliptic-lanceolate, acuminate. Flowers 2.5-5 cm across, white, in solitary or twin 1-8 flowered cymes at the bifurcations of the branches. Fruits 2 divaricate follicles, 2.5-3.8 cm long, narrowed in to a slender curved beak, bright red within.",f43d1b97a5be0c3354f1ec9a.html,200,2026-09-24T18:42:19.652455+00:00,
204,210,https://mpbd.cu.ac.bd/details.php?id=210,Syzygium nervosum A.Cunn. ex DC.,Syzygium nervosum A.Cunn. ex DC.,True,Myrtaceae,Syzygium operculatum  (Roxb.) Niedz. Calyptranthes mangiferifolia  Hance ex Walp. Eugenia cerasoides  Roxb. Jambosa nitida  Korth. Eugenia operculatum  Roxb.,"Bottejam, Dhepajam, Patijam, Thengajam.",-,"Dysentery,bronchitis ,ulcers,rheumatism.","The bark is tonic and astringent to the bowels, given in dysentery, bronchitis and ulcers. The root, boiled down to the consistence of syrup, is applied to the joints by rubbing and leaves are used in dry fomentation and the fruits are eaten to treat rheu",-,Tree,"Evergreen forests of Sylhet, Chittagong, Dhaka, Mymensingh and Comilla.","A medium-sized tree. Leaves 7-20 cm long, elliptic or obovate or oblong-orbicular, obtusely acuminate, apiculate or rounded. Flowers greenish white in cymes, arranged in corymbose lateral panicles, 5-12.5 cm long, with trichotomous branches from leafless nodes. Berry 7.5-10 mm long, globose or ellipsoid.",af0d1a29cb3d43196b2f42c9.html,200,2026-09-24T18:42:20.965772+00:00,
205,211,https://mpbd.cu.ac.bd/details.php?id=211,Syzygium JAMBOS (L.) Alston.,Syzygium  JAMBOS (L.) Alston.,True,Myrtaceae,Eugenia jambos  L. Jambosa palembanica  Blume Myrtus jambos  (L.) Kunth Plinia jambos  (L.) M.Gómez,Golapjam,Rose Apple.,"Asthma,fatigue,dysentery","The bark is astringent to the bowels, used in asthma, fatigue and dysentery. The leaves are boiled and used in sore-eyes. Fruits are brain tonic, possesses antibacterial properties, Seeds are astringent to the bowels.
  Ethanol extract showed significant","Leaves and bark contain an alkaloid, jambosine, tannins and an oleoresin. Fruits contain free amino acids, such as aspartic acid and cystine (major), alanine, glutamine, threonine, tyrosine, folic acid and its conjugates, carotene, thiamine, niacin, ascor",Tree,Planted all over the country.,"A medium-sized tree. Leaves 11-20 cm long, narrowly oblong-lanceolate to lanceolate, tapering to an acuminate apex, glabrous. Flowers white, about 4 cm across in few flowered, terminal, raceme-like cymes. Berry about 3 cm across, white or yellowish when ripe, globose or pyriform.",62f17efa41dcf7542c54aa0e.html,200,2026-09-24T18:42:22.010035+00:00,
206,212,https://mpbd.cu.ac.bd/details.php?id=212,Syzygium FRUTICOSUM DC.,Syzygium  FRUTICOSUM DC.,True,Myrtaceae,Eugenia fruticosa  (DC.) Roxb.,"Sabri, Ta Sabbri (Marma).",-,Blood dysentery.,Juice of the tender leaves with rice water is taken in blood dysentery.,-,Tree,"Chittagong, Chittagong Hill Tract, Cox’s Bazar, Comilla, Dinajpur, Gazipur, Tangail and Sundarbans. Occur in the forests outskirts and village shrubberies.","A small to medium-sized, much branched, evergreen tree. Leaves elliptic-oblong, 5-13 cm long, gradually acuminate, base narrowed to a short petiole, lateral veins closely parallel. Flowers white, small in much branched trichotomous cymes from the scars of fallen leaves. Fruit a globose berry, the size of a pea, black or purple when ripe.",704fe480a4b4901c79ac3def.html,200,2026-09-24T18:42:23.104014+00:00,
207,213,https://mpbd.cu.ac.bd/details.php?id=213,Syzygium CUMINI (L.) Skeel.,Syzygium  CUMINI (L.) Skeel.,True,Myrtaceae,Eugenia cumini  L. Calyptranthes cumini  (L.) Pers. Eugenia jambolana  Lam. Jambolifera chinensis  Spreng. Myrtus cumini  L.,"Jam, Kalojam, Kalajam. ,Chaku, Sabri (Mogh), Mojibaong, Musbrisi, Sochi Tobri (Marma).","Black Plum, Jambolan, Java Plum, Indian black-berry.","Bowels,bronchitis,asthma ,dysentery,Jaundice","Bark is anthelmintic and astringent to the bowels, good for sore throat, bronchitis, asthma and dysentery, used in the preparation of gargles and mouth–wash. The bark is also used for toothache and blood dysentery in Khagrachari. Bark juice along with equ","Leaves contain essential oil containing ?-terpinene, ?-pinene, ?-phellandrene, terpinolene, myrcene, limonene, cadinene and methyl salicylate. They also contain sitosterol, betulinic and maslinic acids, paraffins, n-alkanes, heptacosane, nonacosane, triac",Tree,Planted all over Bangladesh.,"A large evergreen or semi-deciduous tree. Leaves elliptic-oblong, 6-15 cm long, acuminate, entire, secondary veins closely parallel. Flowers greenish white, sessile in compound trichotomous cymes on previous years branches. Fruit a berry, about 2.5 cm long, oblong, black, juicy.",e34c83ec742b5bf0f9caaf33.html,200,2026-09-24T18:42:24.466546+00:00,encoding_loss_suspected
208,214,https://mpbd.cu.ac.bd/details.php?id=214,Symplocos RACEMOSA Roxb.,Symplocos  RACEMOSA Roxb.,True,Symplocaceae,Symplocos intermedia  Brand Symplocos macrostachya  Brand Symplocos propinqua  Hance,Lodh,"Californian Cinchona, China Nora, Lodh Tree.","Bowels,dysentery,bowel complaints, inflammations, vaginal discharges, leprosy, abortion and miscarriages","The bark is cooling, astringent to the bowels, alexiteric, aphrodisiac and emmenagogue. Cures watery eyes and ophthalmia, good for all diseases of the eyes. Useful in dysentery, bowel complaints, inflammations, vaginal discharges, leprosy, abortion and mi","Two new monomethyl pelargonidin glucosides (I and II) and pelargonidin-3-O-glucoside have been isolated from trunk bark (Rastogi & Mehrotra, 1993). Bark contains two alkaloids, loturine and colloturine (Chopra et al., 1992). 5-?-sitosterol and its glycosi",Tree,Forest of Sylhet.,"A small evergreen tree with broad crown, up to 6 m high. Leaves 9-18 cm long, elliptic-oblong or elliptic-lanceolate, apex acute obtusely-acuminate or obtuse, serrulate, obscurely crenate or rarely entire. Flowers 1-1.3 cm diam., white or fading yellow, in simple axillary pubescent racemes, 1.3-9 cm long. Drupe 1-1.3 cm long, oblong, purplish black.",539c4775cec207ccf4d7b5c5.html,200,2026-09-24T18:42:25.695151+00:00,encoding_loss_suspected
209,215,https://mpbd.cu.ac.bd/details.php?id=215,Suregada MULTIFLORA (A. Juss.) Baill.,Suregada  MULTIFLORA (A. Juss.) Baill.,True,Euphorbiaceae,Gelonium multiflorum  Juss. Gelonium fascuculatum  Roxb. Gelonium oxyphyllum  Miq. Suregada glabra  Roxb. Suregada tenuifolia  (Ridl.) Croizat,"Chasesii (Chakma), Fa Choin Da (Marma).",-,sore and stomach troubles,The bark is used for sore and stomach troubles in Khagrachari.,"Multiflorenol, bauerenol and a new triterpene alcohol-epimultiflorenol has been isolated from the bark (Rastogi & Mehrotra, 1990).",Tree,Forests of Chittagong Hill Tracts.,"A small resinous evergreen tree, often shrubby, branchlets marked with scars of stipular lines. Bark grayish white, tubercled, closely vertically fissured. Leaves elongate-elliptic, 15-18 cm long, entire, glabrous, pellucid-dotted. Flowers diocious, yellowish, apetalous in pedunculate corymbs. Fruit a globose capsule, obscurely 3-lobed, about, 2.5 cm across, yellow when ripe.",066e1e3191746e2cff1dc705.html,200,2026-09-24T18:42:27.098650+00:00,
210,216,https://mpbd.cu.ac.bd/details.php?id=216,Strychnos NUX-VOMICA L.,Strychnos  NUX-VOMICA L.,True,Loganiaceae,Strychnos nux-vomica  var. oligosperma Dop Strychnos spireana  Dop,"Kuchila, Thalkessur.","Snake wood. Nux-vomica, Strychnine Tree.","Fevers,epilepsy,dysentery,dyspepsia","Dried seeds are powerful poison in large doses and in small doses it is nervine tonic, stomachic, aphrodisiac and spinal stimulant, also respiratory and cardiac stimulant. Seeds are also used as an anodyne, emetic and purgative. It contains various toxic","All parts, particularly the seeds, contain mainly a large number of monomeric tertiary indole alkaloids. A dimeric tertiary alkaloid and a few quaternary alkaloids are present in the seed endosperm. Others include ?-colubrine, ?-colubrine, icajine, protos",Tree,"Cox’s Bazar, Chittagong.","A small deciduous tree, up to 30 m high, often with short, sharp, strong, axillary spines. Leaves 7.5-15 cm long, broadly elliptic, acute, obtuse or shortly acuminate, glabrous, base usually rounded. Flowers numerous, in terminal, pedunculate, pubescent, compound cymes, corolla up to 1.3 cm long, greenish. Fruit globose, 2.5-7.5 cm across, shining, orange-red when ripe.",74fad2c000c11766f8d8a021.html,200,2026-09-24T18:42:28.352101+00:00,encoding_loss_suspected
211,217,https://mpbd.cu.ac.bd/details.php?id=217,Strobilanthes AURICULATUS Nees.,Strobilanthes  AURICULATUS Nees.,True,Acanthaceae,Perilepta auriculata  (Nees) Bremek. Perilepta siamensis  (C.B. Clarke) Bremek. Strobilanthes edgeworthiana  Nees Strobilanthes siamensis  C.B. Clarke,-,-,Fever,The pounded leaves are rubbed on the body during the cold stages of intermittent fever.,-,Shrub,Chittagong,"Small shrub, 0.6-1.3 m high, branches spreading and often zigzag, 4-angled. Leaves sessile, elliptic-lanceolate or ovate-oblong, those of the same pair often very unequal, 7.5-25 cm long, acuminate, serrulate, pubescent on both surfaces, base auricled. Spikes 7.5-12.5 cm long, mostly terminal and solitary. Flower pale blue, 2.5 cm long.",0b0587e4cc9a970b86cbb99c.html,200,2026-09-24T18:42:29.430242+00:00,
212,218,https://mpbd.cu.ac.bd/details.php?id=218,Striga asiatica (L.) Kuntze.,Striga asiatica (L.) Kuntze.,True,Scrophulariaceae,Striga lutea  Lour. Striga hirsuta  var. humilis Benth. Striga asiatica  var. humilis (Benth.) D.Y. Hong,-,-,"strangury ,","Plant is bitter, used to improve appetite and taste, useful in strangury and diseases of the blood.","Aerial parts contain flavonoids, including a rare flavone methyl ether, 7,4?-dimethyl scutellarein, apigenin, luteolin and ?-sitosterol. Root exudates of host plants of S. lutea contains  p-benzoquinones and strigol (Ghani, 2003).",Herb,North and Eastern part of the country.,"A small erect, rigid herb, 7.5-30 cm high, slender or branched, strigose with prickly hairs. Leaves sessile, 1.3-3.2 cm long, linear, often rough with pustular prickles. Flowers in long, lax spikes, corolla usually bright yellow, occasionally red or white, 6 mm across. Capsule 5 mm long, oblong-ellipsoid.",cbddbc8a2208afec0ddd5241.html,200,2026-09-24T18:42:30.852530+00:00,encoding_loss_suspected
